Work Item Type,Title,Area Path,Tags,Model Name,Object Type,Table Name,Measure Name,Definition,Format String,Display Folder,Hidden,Lifecycle Status,Governance Status,Source Artefact,Business Definition,Technical Notes,Dependencies,Replacement Measure,Owner,Validation Status
Task,Measure register: Substantive WTW (GLX),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Substantive WTW (GLX),"CALCULATE( [Actual WTW (GLX) Base], USERELATIONSHIP( dim_date[DateKey], fact_gl_transactions[DateKey] ), KEEPFILTERS( LEFT( fact_gl_transactions[GlAccount], 1 ) = ""5"" ), KEEPFILTERS( fact_gl_transactions[GlSubTypeId] = ""PY"" ) )",General Number (PBI_FormatHint),_Core GL\WF,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual WTW (GLX) Base],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: NHSP WTW (GLX),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,NHSP WTW (GLX),"CALCULATE( [Actual WTW (GLX) Base], USERELATIONSHIP( dim_date[DateKey], fact_gl_transactions[DateKey] ), KEEPFILTERS( LEFT( fact_gl_transactions[GlAccount], 1 ) = ""5"" ), KEEPFILTERS( fact_gl_transactions[GlSubTypeId] = ""NH"" ) )",General Number (PBI_FormatHint),_Core GL\WF,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual WTW (GLX) Base],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual WTW AVG,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual WTW AVG,"DIVIDE( [Actual GBP (Display)], [Actual WTW (GLX) Base] )",General Number (PBI_FormatHint),FS Presentation\WF,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual GBP (Display)]; [Actual WTW (GLX) Base],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Avg Pay Per WTC (Trend),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Avg Pay Per WTC (Trend),"VAR _selectedYear = SELECTEDVALUE( dim_date[FiscalYearNumber] ) VAR _payGBP = CALCULATE( SUM( fact_gl_balances[ActualGBP] ), ALLSELECTED( dim_date[FiscalMonthNumber] ), dim_accounts[Level7Name] = ""Pay"", dim_date[FiscalYearNumber] = _selectedYear ) VAR _wtc = CALCULATE( SUM( fact_gl_balances[ActualWTC] ), ALLSELECTED( dim_date[FiscalMonthNumber] ), dim_accounts[Level7Name] = ""Pay"", dim_date[FiscalYearNumber] = _selectedYear ) RETURN DIVIDE( _payGBP, _wtc )",General Number (PBI_FormatHint),FS Presentation\WF,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Page Title,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Page Title,"VAR _SelectedPage = SELECTEDVALUE( Navigation[PageName] ) RETURN CALCULATE( SELECTEDVALUE( dim_report_pages[DisplayTitle] ), dim_report_pages[PageName] = _SelectedPage )",General Number (PBI_FormatHint),Dynamic Titles,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Page Color,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Page Color,"VAR _SelectedPage = SELECTEDVALUE( Navigation[PageName] ) RETURN CALCULATE( SELECTEDVALUE( dim_report_pages[PageColorHex] ), dim_report_pages[PageName] = _SelectedPage )",General Number (PBI_FormatHint),Dynamic Titles,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual Pay,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual Pay,"CALCULATE( [Actual Reporting (Scaled)], dim_accounts[IEAccountGroup] = ""Pay"" )",General Number (PBI_FormatHint),_Core GL\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual Reporting (Scaled)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Actual Non Pay,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Actual Non Pay,"CALCULATE( [Actual Reporting (Scaled)], REMOVEFILTERS(dim_accounts), dim_accounts[IEAccountGroup] = ""Non-Pay"" )",General Number (PBI_FormatHint),_Core GL\PL,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual Reporting (Scaled)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: theme01,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,theme01,"""#4ECDC4""",General Number (PBI_FormatHint),_Formatting,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: theme02,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,theme02,"""#2596BE""",General Number (PBI_FormatHint),_Formatting,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: theme03,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,theme03,"""#045D78""",General Number (PBI_FormatHint),_Formatting,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Sparkline Income,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Sparkline Income,"VAR LineColour = ""%2300B050"" VAR PointColour = ""white"" VAR Defs = ""<defs> <linearGradient id='grad' x1='0' y1='25' x2='0' y2='50' gradientUnits='userSpaceOnUse'> <stop stop-color='#00B050' offset='0' /> <stop stop-color='#00B050' offset='0.3' /> <stop stop-color='white' offset='1' /> </linearGradient> </defs>"" VAR CurrentYear = SELECTEDVALUE( dim_date[FiscalYearNumber] ) VAR PeriodSpine = FILTER( ALL( dim_date[FiscalMonthNumber], dim_date[FiscalPeriodSort] ), CALCULATE( MAX( dim_date[IsPeriodClosed] ), dim_date[FiscalYearNumber] = CurrentYear ) = TRUE() ) VAR XMin = MINX( PeriodSpine, dim_date[FiscalPeriodSort] ) VAR XMax = MAXX( PeriodSpine, dim_date[FiscalPeriodSort] ) VAR YMinValue = MINX( PeriodSpine, CALCULATE( SUM( fact_gl_balances[ActualGBP] ), dim_date[FiscalYearNumber] = CurrentYear, dim_date[FiscalMonthNumber] = dim_date[FiscalMonthNumber], dim_accounts[Level8Name] = ""Income"" )) VAR YMaxValue = MAXX( PeriodSpine, CALCULATE( SUM( fact_gl_balances[ActualGBP] ), dim_date[FiscalYearNumber] = CurrentYear, dim_date[FiscalMonthNumber] = dim_date[FiscalMonthNumber], dim_accounts[Level8Name] = ""Income"" )) VAR YRange = YMaxValue - YMinValue VAR SafeYRange = IF( YRange = 0, 1, YRange ) VAR SparklineTable = ADDCOLUMNS( PeriodSpine, ""X"", INT( 150 * DIVIDE( dim_date[FiscalPeriodSort] - XMin, XMax - XMin )), ""Y"", INT( 50 * DIVIDE( CALCULATE( SUM( fact_gl_balances[ActualGBP] ), dim_date[FiscalYearNumber] = CurrentYear, dim_date[FiscalMonthNumber] = dim_date[FiscalMonthNumber], dim_accounts[Level8Name] = ""Income"" ) - YMinValue, SafeYRange ))) VAR Lines = CONCATENATEX( SparklineTable, [X] & "","" & 50-[Y], "" "", dim_date[FiscalPeriodSort] ) VAR LastSparkXValue = MAXX( FILTER( SparklineTable, dim_date[FiscalPeriodSort] = MAXX( PeriodSpine, dim_date[FiscalPeriodSort] )), [X] ) VAR LastSparkYValue = MAXX( FILTER( SparklineTable, dim_date[FiscalPeriodSort] = MAXX( PeriodSpine, dim_date[FiscalPeriodSort] )), [Y] ) VAR SVGImageURL = ""data:image/svg+xml;utf8,"" & ""<svg xmlns='http://www.w3.org/2000/svg' x='0px' y='0px' viewBox='-7 -7 164 64'>"" & Defs & ""<polyline fill='url(#grad)' fill-opacity='0.3' stroke='transparent' stroke-width='0' points=' 0 50 "" & Lines & "" 150 150 Z '/>"" & ""<polyline fill='transparent' stroke='"" & LineColour & ""' stroke-linecap='round' stroke-linejoin='round' stroke-width='3' points=' "" & Lines & "" '/>"" & ""<circle cx='"" & LastSparkXValue & ""' cy='"" & 50-LastSparkYValue & ""' r='4' stroke='"" & LineColour & ""' stroke-width='3' fill='"" & PointColour & ""' />"" & ""</svg>"" RETURN SVGImageURL",General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Actual,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[X]; [Y],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Sparkline Pay,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Sparkline Pay,"VAR LineColour = ""%2300B050"" VAR PointColour = ""white"" VAR CurrentYear = SELECTEDVALUE ( dim_date[FiscalYearNumber] ) VAR PeriodSpine = FILTER ( ALL ( dim_date[FiscalPeriodSort] ), CALCULATE ( MAX ( dim_date[IsPeriodClosed] ), dim_date[FiscalYearNumber] = CurrentYear ) = TRUE () ) VAR XMin = MINX ( PeriodSpine, dim_date[FiscalPeriodSort] ) VAR XMax = MAXX ( PeriodSpine, dim_date[FiscalPeriodSort] ) VAR SafeX = IF ( XMax = XMin, 1, XMax - XMin ) VAR YMin = MINX ( PeriodSpine, CALCULATE ( SUM ( fact_gl_balances[ActualGBP] ), dim_accounts[Level8Name] = ""Pay"" ) ) VAR YMax = MAXX ( PeriodSpine, CALCULATE ( SUM ( fact_gl_balances[ActualGBP] ), dim_accounts[Level8Name] = ""Pay"" ) ) VAR SafeY = IF ( YMax = YMin, 1, YMax - YMin ) VAR SparklineTable = ADDCOLUMNS ( PeriodSpine, ""X"", INT ( 150 * DIVIDE ( dim_date[FiscalPeriodSort] - XMin, SafeX ) ), ""Y"", INT ( 50 * DIVIDE ( CALCULATE ( SUM ( fact_gl_balances[ActualGBP] ), dim_accounts[Level8Name] = ""Pay"" ) - YMin, SafeY ) ) ) VAR Lines = CONCATENATEX ( SparklineTable, [X] & "","" & ( 50 - [Y] ), "" "", dim_date[FiscalPeriodSort] ) VAR LastSort = MAXX ( PeriodSpine, dim_date[FiscalPeriodSort] ) VAR LastX = MAXX ( FILTER ( SparklineTable, dim_date[FiscalPeriodSort] = LastSort ), [X] ) VAR LastY = MAXX ( FILTER ( SparklineTable, dim_date[FiscalPeriodSort] = LastSort ), [Y] ) VAR GradId = ""gradPay"" & CurrentYear RETURN IF ( ISBLANK ( CurrentYear ), BLANK (), ""data:image/svg+xml;utf8,"" & ""<svg xmlns='http://www.w3.org/2000/svg' viewBox='-7 -7 164 64'>"" & ""<defs> <linearGradient id='"" & GradId & ""' x1='0' y1='25' x2='0' y2='50'> <stop stop-color='#00B050' offset='0'/> <stop stop-color='#00B050' offset='0.3'/> <stop stop-color='white' offset='1'/> </linearGradient> </defs>"" & ""<polyline fill='url(#"" & GradId & "")' fill-opacity='0.3' stroke='transparent' points='0 50 "" & Lines & "" 150 150 Z'/>"" & ""<polyline fill='transparent' stroke='"" & LineColour & ""' stroke-width='3' stroke-linecap='round' stroke-linejoin='round' points='"" & Lines & ""'/>"" & ""<circle cx='"" & LastX & ""' cy='"" & ( 50 - LastY ) & ""' r='4' stroke='"" & LineColour & ""' stroke-width='3' fill='"" & PointColour & ""'/>"" & ""</svg>"" )",0,Exec Dashboards ONLY\PL\Actual,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[X]; [Y],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Sparkline Non-Pay,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Sparkline Non-Pay,"VAR LineColour = ""%23F0A830"" // NHS amber for non-pay costs VAR PointColour = ""white"" VAR Defs = ""<defs> <linearGradient id='grad' x1='0' y1='25' x2='0' y2='50' gradientUnits='userSpaceOnUse'> <stop stop-color='#F0A830' offset='0' /> <stop stop-color='#F0A830' offset='0.3' /> <stop stop-color='white' offset='1' /> </linearGradient> </defs>"" VAR CurrentYear = SELECTEDVALUE( dim_date[FiscalYearNumber] ) VAR PeriodSpine = FILTER( ALL( dim_date[FiscalMonthNumber], dim_date[FiscalPeriodSort] ), CALCULATE( MAX( dim_date[IsPeriodClosed] ), dim_date[FiscalYearNumber] = CurrentYear ) = TRUE() ) VAR XMin = MINX( PeriodSpine, dim_date[FiscalPeriodSort] ) VAR XMax = MAXX( PeriodSpine, dim_date[FiscalPeriodSort] ) VAR YMinValue = MINX( PeriodSpine, CALCULATE( SUM( fact_gl_balances[ActualGBP] ), dim_date[FiscalYearNumber] = CurrentYear, dim_date[FiscalMonthNumber] = dim_date[FiscalMonthNumber], dim_accounts[Level8Name] = ""Non-Pay"" ) ) VAR YMaxValue = MAXX( PeriodSpine, CALCULATE( SUM( fact_gl_balances[ActualGBP] ), dim_date[FiscalYearNumber] = CurrentYear, dim_date[FiscalMonthNumber] = dim_date[FiscalMonthNumber], dim_accounts[Level8Name] = ""Non-Pay"" ) ) VAR SparklineTable = ADDCOLUMNS( PeriodSpine, ""X"", INT( 150 * DIVIDE( dim_date[FiscalPeriodSort] - XMin, XMax - XMin ) ), ""Y"", INT( 50 * DIVIDE( CALCULATE( SUM( fact_gl_balances[ActualGBP] ), dim_date[FiscalYearNumber] = CurrentYear, dim_date[FiscalMonthNumber] = dim_date[FiscalMonthNumber], dim_accounts[Level8Name] = ""Non-Pay"" ) - YMinValue, YMaxValue - YMinValue )) ) VAR Lines = CONCATENATEX( SparklineTable, [X] & "","" & 50 - [Y], "" "", dim_date[FiscalPeriodSort] ) VAR LastSort = MAXX( PeriodSpine, dim_date[FiscalPeriodSort] ) VAR LastX = MAXX( FILTER( SparklineTable, dim_date[FiscalPeriodSort] = LastSort ), [X] ) VAR LastY = MAXX( FILTER( SparklineTable, dim_date[FiscalPeriodSort] = LastSort ), [Y] ) RETURN ""data:image/svg+xml;utf8,"" & ""<svg xmlns='http://www.w3.org/2000/svg' x='0px' y='0px' viewBox='-7 -7 164 64'>"" & Defs & ""<polyline fill='url(#grad)' fill-opacity='0.3' stroke='transparent' stroke-width='0' points=' 0 50 "" & Lines & "" 150 150 Z '/>"" & ""<polyline fill='transparent' stroke='"" & LineColour & ""' stroke-linecap='round' stroke-linejoin='round' stroke-width='3' points=' "" & Lines & "" '/>"" & ""<circle cx='"" & LastX & ""' cy='"" & 50 - LastY & ""' r='4' stroke='"" & LineColour & ""' stroke-width='3' fill='"" & PointColour & ""' />"" & ""</svg>""",0,Exec Dashboards ONLY\PL\Actual,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[X]; [Y],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Sparkline WTW,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Sparkline WTW,"VAR LineColour = ""%23118DFF"" -- #118DFF (URL‑encoded) VAR PointColour = ""white"" -- Require exactly one fiscal year in context VAR CurrentYear = SELECTEDVALUE ( dim_date[FiscalYearNumber] ) -- Exit early if year not uniquely defined VAR HasYear = NOT ISBLANK ( CurrentYear ) -- Build a spine of closed periods in the selected year VAR PeriodSpine = FILTER ( ALL ( dim_date[FiscalMonthNumber], dim_date[FiscalPeriodSort] ), CALCULATE ( MAX ( dim_date[IsPeriodClosed] ), dim_date[FiscalYearNumber] = CurrentYear ) = TRUE () ) -- X‑axis bounds VAR XMin = MINX ( PeriodSpine, dim_date[FiscalPeriodSort] ) VAR XMax = MAXX ( PeriodSpine, dim_date[FiscalPeriodSort] ) VAR SafeXRange = IF ( XMax = XMin, 1, XMax - XMin ) -- Y‑axis bounds VAR YMinValue = MINX ( PeriodSpine, CALCULATE ( [Actual WTW (GLX) Base], dim_date[FiscalYearNumber] = CurrentYear ) ) VAR YMaxValue = MAXX ( PeriodSpine, CALCULATE ( [Actual WTW (GLX) Base], dim_date[FiscalYearNumber] = CurrentYear ) ) VAR SafeYRange = IF ( YMaxValue = YMinValue, 1, YMaxValue - YMinValue ) -- Scale points into SVG coordinate space (150 x 50) VAR SparklineTable = ADDCOLUMNS ( PeriodSpine, ""X"", INT ( 150 * DIVIDE ( dim_date[FiscalPeriodSort] - XMin, SafeXRange ) ), ""Y"", INT ( 50 * DIVIDE ( CALCULATE ( [Actual WTW (GLX) Base], dim_date[FiscalYearNumber] = CurrentYear ) - YMinValue, SafeYRange ) ) ) -- Polyline points VAR Lines = CONCATENATEX ( SparklineTable, [X] & "","" & ( 50 - [Y] ), "" "", dim_date[FiscalPeriodSort] ) -- Last point highlight VAR LastSort = MAXX ( PeriodSpine, dim_date[FiscalPeriodSort] ) VAR LastX = MAXX ( FILTER ( SparklineTable, dim_date[FiscalPeriodSort] = LastSort ), [X] ) VAR LastY = MAXX ( FILTER ( SparklineTable, dim_date[FiscalPeriodSort] = LastSort ), [Y] ) -- Unique gradient per year (avoids ID collisions) VAR GradId = ""grad"" & CurrentYear VAR Defs = ""<defs> <linearGradient id='"" & GradId & ""' x1='0' y1='25' x2='0' y2='50' gradientUnits='userSpaceOnUse'> <stop stop-color='#118DFF' offset='0' /> <stop stop-color='#118DFF' offset='0.3' /> <stop stop-color='white' offset='1' /> </linearGradient> </defs>"" RETURN IF ( NOT HasYear, BLANK (), ""data:image/svg+xml;utf8,"" & ""<svg xmlns='http://www.w3.org/2000/svg' viewBox='-7 -7 164 64'>"" & Defs & ""<polyline fill='url(#"" & GradId & "")' fill-opacity='0.3' stroke='transparent' stroke-width='0' points='0 50 "" & Lines & "" 150 150 Z' />"" & ""<polyline fill='transparent' stroke='"" & LineColour & ""' stroke-linecap='round' stroke-linejoin='round' stroke-width='3' points='"" & Lines & ""' />"" & ""<circle cx='"" & LastX & ""' cy='"" & ( 50 - LastY ) & ""' r='4' stroke='"" & LineColour & ""' stroke-width='3' fill='"" & PointColour & ""' />"" & ""</svg>"" )",0,Exec Dashboards ONLY\PL\Actual,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Actual WTW (GLX) Base]; [X]; [Y],,Finance / BI owner to confirm,Pending regression test
